No.;Time;Comment;Scramble;Date;P.1
1454;2.18;;R' B F2 R2 U R2 D2 B2 L2 F2 L2 D' L2 U2 B' D' F R2 D L' F;2023-02-13 12:51:50;2.18
1455;2.46;;L' U R2 D L2 F2 L2 B2 U2 L' B' D R2 F2 D U R U2;2023-02-13 12:51:53;2.46
1456;1.86;;R2 U2 L2 B2 L2 B2 U B2 R2 U' R2 D F' L2 D U' F2 L' B' L2;2023-02-13 12:51:56;1.86
1457;2.12;;R U2 F' B' R' U' F' D' R2 L2 F' L2 F2 B' R2 F' U2 F' D2 F2 D';2023-02-13 12:51:59;2.12
1458;1.70;;B' L2 U' F' R F' R' L' B L2 U F2 U' B2 L2 B2 U B2 D2 F2 L2;2023-02-13 12:52:02;1.70
1459;1.99;;D' R F B2 L D L U2 F2 L2 U' R2 F2 U' L2 D' B2 L2 U;2023-02-13 12:52:05;1.99
1460;1.92;;L2 F' R2 D2 L2 B L2 D2 F' D2 B' F' L' B' U' F2 L2 R' B' U' R;2023-02-13 12:52:14;1.92
1461;1.93;;D' R2 F2 U2 F2 D' B2 U B2 R2 D' B R' U2 B U B F U L;2023-02-14 13:05:10;1.93
1462;2.41;;L' F D2 B' L2 U2 B' L2 F L2 B' R2 F' D F2 U B' D2 L F2 L;2023-02-14 13:05:14;2.41
1463;2.48;;L2 B2 L2 U' F2 D R2 D U L2 U' B L D' U F' R2 D2 U F2;2023-02-14 13:05:17;2.48
1464;2.16;;R' L2 B2 D2 F2 D' R2 F2 U F2 D2 L' B' D' F' L' B' U R;2023-02-14 13:05:22;2.16
1465;2.09;;L2 U' L' B2 R' D' R F' U2 L2 D2 R2 L2 B' L2 F2 D2 R2 B' R' F2;2023-02-14 13:05:25;2.09
1466;2.64;;R2 D' L2 B2 R' D2 F2 U2 R F2 R F2 B' L2 D R U2 F U;2023-02-14 13:05:27;2.64
1467;2.67;;B' D B2 U2 L2 U2 L' D2 B2 L' B2 U2 R' U2 F' D' R' D' R';2023-02-14 13:05:31;2.67
1468;2.03;;R' D' B L2 D2 B D2 F' D2 F L2 F U2 R' F2 L' R2 U L' B;2023-02-14 13:05:36;2.03
1469;2.19;;B' D F' D L2 F' R' U2 R2 D2 B R2 D2 F L2 D2 B' L2 U' L;2023-02-14 13:05:39;2.19
1470;2.15;;D2 R2 D2 R U2 F2 L B2 U2 B2 F2 R' U' L B' F' D' R2 D' U';2023-02-14 13:05:45;2.15
1471;2.12;;U F U' F2 U L2 B2 L2 U2 L2 D B2 U' L U2 B D B U2 F2 L2;2023-02-15 14:31:17;2.12
1472;1.86;;D' B U B2 L2 D2 B2 L2 U' L2 B2 U' F2 R' U2 L F' L' B2 R;2023-02-15 14:31:21;1.86
1473;1.64;;L F U2 F R2 D2 F D2 F D2 F2 L2 B' D' L2 R U F2 D B R';2023-02-15 14:31:23;1.64
1474;1.83;;D B2 R F2 R2 U2 L2 D2 L' B2 R B2 D' L' D B' U R2 F R';2023-02-15 14:31:26;1.83
1475;1.73;;U2 R2 F U2 F' D2 F' R2 B2 F' L' B' R2 F' D' F2 U2 B' U R';2023-02-15 14:31:28;1.73
1476;1.80;;U2 L2 D' L2 U L2 R2 B2 D' F2 U' L2 R B D2 L2 B2 U' F' L2;2023-02-15 14:31:32;1.80
1477;2.28;;F' L2 U2 F2 U' B2 U B2 U2 L2 R2 U L2 R' D R F L U2 L2 D;2023-02-15 14:31:36;2.28
1478;2.02;;U B' L U R' D2 F R D' F B L2 D2 B2 R2 D2 B U2 R2 F;2023-02-15 14:31:39;2.02
1479;1.82;;F' U L2 U2 F2 L2 B2 U' L' F' D2 L2 B' R D' L D';2023-02-15 14:31:43;1.82
1480;3.18;;B2 R' B L2 B' R2 U' L F' D2 B' D2 B R2 B2 U2 D2 L2 F' U2;2023-02-15 14:31:47;3.18
1481;1.89;;R' U' F2 D R2 D' F2 L2 B2 U F2 U2 F' D2 U L2 D' F2 L';2023-02-17 00:11:19;1.89
1482;1.69;;D2 F2 R2 U R2 F2 D' F2 L2 F2 B' R2 D' F L B' F U' R2 B';2023-02-17 00:11:22;1.69
1483;1.92;;L' D' R2 B2 L2 R2 D2 F2 R2 D L2 U2 B' R' F' U2 L' B D' R;2023-02-17 00:11:24;1.92
1484;2.05;;B2 D B2 U2 L F2 L' D2 L R B2 U2 R' F' D' U2 L' R2 U2 B2;2023-02-17 00:11:59;2.05
1485;1.76;;D R2 B' R2 F2 D2 B2 R2 B' R2 D2 R' D L2 D B' F R2 D';2023-02-17 00:12:03;1.76
1486;1.85;;D R F' B' U2 F' R' B2 D F2 D2 R2 D2 R2 B' R2 D2 F' R2 U2;2023-02-17 00:12:06;1.85
1487;2.02;;B2 R2 D B2 L2 D2 L2 D L2 F2 R2 D2 B L2 D2 B2 D L' R B L';2023-02-17 00:12:09;2.02
1488;1.92;;D B' D R L2 U' D L' B' F2 L2 F2 U B2 U L2 D' F2 R2 U2 F2;2023-02-17 00:12:11;1.92
1489;2.11;;R' L F2 B' D F B' U' D' R2 L' U2 F2 R2 U2 L' D2 B2 L2 F2;2023-02-17 00:12:16;2.11
1490;1.70;;R2 U' L' U2 R' U2 B2 R' F2 R' D2 U2 F D L U B;2023-02-17 00:12:19;1.70
1491;2.12;;L2 D F' L2 R2 D2 L2 F2 R2 U2 F' U2 R' U' L2 U2 B R' D2;2023-02-17 17:01:26;2.12
1492;1.73;;D' F2 U L2 R2 D' L2 U' L2 U2 L2 D R' B R2 U' B L2 B' L' B;2023-02-17 17:01:29;1.73
1493;1.76;;L' D' B' D R' B2 R F2 R2 L2 U B2 U2 F2 R2 F2 D' R2 F2 L';2023-02-17 17:01:42;1.76
1494;2.18;;B' D' L U2 B L2 F L2 B U2 L2 F2 U2 F' L' R' B R D U' F2;2023-02-17 17:01:45;2.18
1495;1.76;;B2 D F2 D' L2 U' L2 B2 D R U' B' D R' U2 R2 D U';2023-02-17 17:01:48;1.76
1496;1.73;;D2 U2 L2 U2 B' U2 B R2 D2 F2 D2 F R B' F2 D2 B' U B2 R B';2023-02-17 17:01:51;1.73
1497;1.96;;L F R U' R B2 U R F L2 D2 B D2 F2 D2 L2 B' R2 D';2023-02-17 17:01:55;1.96
1498;1.92;;U' F' L B2 R' F D' R2 F' R U2 D2 R F2 L D2 R' U2 R U2 D2;2023-02-17 17:01:58;1.92
1499;1.67;;F2 B R2 B' R' U F B2 U2 R' U2 D2 F2 R F2 D2 R2 F' U2;2023-02-17 17:02:01;1.67
1500;1.73;;L2 R' D2 R' F2 R' F2 R' B2 U2 R' D2 F' R' B' U B D U2 L' B;2023-02-17 17:02:09;1.73
1501;1.63;;F U2 R' F2 D2 L2 R F2 L2 U2 F2 U2 B2 F D' L F' R2 B F2;2023-02-18 16:02:56;1.63
1502;2.28;;U B2 R U R2 F2 D R2 D' L2 R2 U L2 B' R' B2 F' D' R2 F';2023-02-18 16:02:58;2.28
1503;2.28;;R' F2 B D L' U L' B R' L2 F2 R2 F2 U2 D' R2 U F2 D' R2;2023-02-18 16:03:03;2.28
1504;2.15;;B R U2 R2 L F R' U F2 U D2 F2 R2 U B2 R2 U';2023-02-18 16:03:06;2.15
1505;1.86;;B2 L2 B F2 D2 U2 R2 B' U2 F' U2 L2 U B L R' F' D2 R F U';2023-02-18 16:03:09;1.86
1506;1.83;;D L2 F2 D' B2 R2 D R2 F' L' F D R2 D B2 L' U2;2023-02-18 16:03:13;1.83
1507;2.40;;F' D F2 U2 D R L2 D F U2 F2 R2 U2 B U2 F D2 F2 L2 U2 L';2023-02-18 16:03:16;2.40
1508;2.40;;U R U' D' B D' F U2 B' U B2 U R2 F2 D2 F2 U2 F2 R2 D2;2023-02-18 16:03:19;2.40
1509;2.16;;L F2 D' B2 F2 U B2 D' U2 L2 B2 D2 F' D U2 L D' L2 F D B2;2023-02-18 16:03:23;2.16
1510;1.70;;U2 B2 U B2 U' B2 L2 B2 D B2 L F' L' D B2 R B U2 R' U;2023-02-18 16:03:26;1.70
1511;2.20;;F R2 B2 R' U' B R D2 L2 B2 U' D F2 U' R2 D' R2 B R2;2023-02-19 17:10:48;2.20
1512;1.86;;U' F2 L2 D B2 U F2 U' L2 U2 R2 D2 R B' R B L D' B2 R2 D;2023-02-19 17:10:59;1.86
1513;1.76;;F' U' R' U2 L' U' D' F L' U2 R' U2 B2 R F2 U2 D2 B2 R F;2023-02-19 17:11:02;1.76
1514;2.69;;R2 D2 R2 U B2 D L2 R2 D' F2 U' R' D' B' D' F2 U R2 B' D L';2023-02-19 17:11:05;2.69
1515;1.86;;L2 D F U2 L2 U2 B2 L2 F' U2 F R2 L D2 U L B D' R' D';2023-02-19 17:11:08;1.86
1516;2.24;;B R2 D2 R2 D2 F2 U' L2 D R2 D L' F' L' F2 L' F' R' U R';2023-02-19 17:11:11;2.24
1517;1.76;;R' B2 L2 D R2 D2 U' R2 U' L2 B2 D R D U R U' B R2 U';2023-02-19 17:11:14;1.76
1518;1.69;;D' R2 F2 L' D' B2 L R2 U2 D2 F2 R2 B' D2 F R2 F' U2 F2 L;2023-02-19 17:11:17;1.69
1519;1.75;;D R U2 D2 F U2 D R F2 B2 U2 R' L' U2 L' U2 D2 R2 F U';2023-02-19 17:11:20;1.75
1520;1.76;;U' R D2 R' F' U2 D R' F' U' D L2 U' D' B2 U F2 R2 F2 D';2023-02-19 17:11:24;1.76
1521;2.19;;R2 U F R' U R F' D R' F2 B2 D2 R D2 F2 L B2 U2 D2 L2;2023-02-20 22:35:18;2.19
1522;2.53;;U' F B R L D2 F' U' L' U R2 D R2 U' L2 D' L2 B2 R2 F2;2023-02-20 22:35:24;2.53
1523;1.92;;D L' B' U' F R' F D F2 R2 B2 D2 L2 U' B2 D2 L2 U' F2 B L';2023-02-20 22:35:28;1.92
1524;1.80;;B2 F2 U L2 B2 D' L2 F2 D2 R2 B2 R' B R' B U' L B' F2 U;2023-02-20 22:35:30;1.80
1525;1.83;;R B2 D' L2 R2 B2 D' U B2 D' L D B F2 D2 L D' U;2023-02-20 22:35:34;1.83
1526;1.99;;U' R B' R B2 L' B' U' F' R2 D2 R2 B2 L2 B D2 R2 F R;2023-02-20 22:35:37;1.99
1527;1.86;;U2 B L2 R2 U F2 D F2 D2 B2 R2 B2 F' D B L2 F L D';2023-02-20 22:35:41;1.86
1528;2.28;;R' D' F2 L2 R B2 R2 F2 U2 B2 D2 R' F2 U' B' R' F' L' U2 R2;2023-02-20 22:35:45;2.28
1529;1.74;;F' R2 F L2 B R2 B U2 R2 U2 B2 U F L2 B2 U' B' U' R' F2 U;2023-02-20 22:35:48;1.74
1530;1.96;;U' L' B2 U' R2 B D R B2 R U2 L U2 F2 U2 L' B2 F D;2023-02-20 22:35:51;1.96
1531;1.67;;D B2 D' L2 D2 U' B2 R2 B2 L2 R' D F L' F' R U R2 B2;2023-02-21 16:27:34;1.67
1532;1.77;;B R D2 R' B2 R2 B2 R' F2 R' F2 D2 U2 B' D' L F' R' D2 F' R2;2023-02-21 16:27:38;1.77
1533;1.76;;B2 U2 D2 R B R' D R D2 R2 B2 U2 B2 L' F2 U2 R2 D2 F2 U F2;2023-02-21 16:27:40;1.76
1534;1.76;;B L' B2 U L B' D F U2 B' R2 B2 L2 U2 B2 R2 F U' L;2023-02-21 16:27:43;1.76
1535;1.65;;U' B D' R' U R L' D F' U2 R2 F2 U2 L2 U F2 U2 B2 R2 D' L2;2023-02-21 16:27:45;1.65
1536;1.71;;D2 B2 U2 B2 L2 B2 L' R2 U2 F' L D R B U2 L' F U';2023-02-21 16:27:50;1.71
1537;2.96;;B2 F D2 R2 D' B2 D R2 F2 D2 F2 L' F' D' L' U B2 L' D' R2;2023-02-21 16:27:57;2.96
1538;2.24;;L' F' R' B2 L F2 U' F2 R' F2 L2 U2 R' B2 U2 L B2 D2 L U' R';2023-02-21 16:28:01;2.24
1539;1.86;;U' L' F L2 D2 L2 R2 U' L2 F2 D B2 D F U2 F' D2 F U R';2023-02-21 16:28:05;1.86
1540;1.73;;D L' U R2 B U' D' F' R D2 F2 U2 R2 F2 R2 B2 D2 L' B2 R F';2023-02-21 16:28:08;1.73
1541;1.66;;D2 L2 R F2 U' L2 B2 U2 B2 D' R2 B2 U B' U R D F D' F2;2023-02-23 23:36:28;1.66
1542;2.20;;L2 U R2 D2 B2 D' L2 U L2 B2 L' U F L' D' B2 R2 B' R2 F2;2023-02-23 23:36:35;2.20
1543;2.79;;L2 D L F U F2 U2 D' L R2 F D2 B2 D2 B' L2 D2 B D2 B2;2023-02-23 23:36:39;2.79
1544;1.76;;D' R' B L2 B2 U' L2 D2 B2 U R2 B2 R2 U2 B F' R2 D' L U2 L;2023-02-23 23:36:43;1.76
1545;1.82;;L2 B D' R2 U' B2 U F2 D2 B2 U R2 U L U B2 F2 U2 R' B;2023-02-23 23:36:46;1.82
1546;1.70;;U2 B' U2 B D2 B R2 F R2 U2 B U2 L' B2 U' R F2 R' F' L' U';2023-02-23 23:36:48;1.70
1547;1.63;;F' R' B R2 F2 D2 R2 F' D2 L2 B' U2 R2 L U' R2 D' F R' F2;2023-02-23 23:36:53;1.63
1548;1.66;;L D' R U2 F U D2 B L U2 L2 D2 R2 F' U2 F2 B R2 D2;2023-02-23 23:36:55;1.66
1549;1.76;;F U2 B2 F U2 R2 B R2 B' R B2 L U' L2 D F2 R' B;2023-02-23 23:36:58;1.76
1550;1.66;;D' L2 D F2 D R2 F2 D' B2 U' F' R' U F R' D2 U F' U2 B2;2023-02-23 23:37:03;1.66
1551;2.60;;F' D L2 U R' F' D' F' R' B2 L F2 L D2 L F2 U2 F2 R D2;2023-02-26 03:13:14;2.60
1552;1.70;;B' D B R' F L' B L D2 L2 F2 B' D2 R2 B2 R2 B;2023-02-26 03:13:17;1.70
1553;2.44;;U' B R2 D2 F' D2 R2 U2 R2 F' D2 F' U' B' L' R F L U B' D';2023-02-26 03:13:24;2.44
1554;1.70;;U D L F D L2 U' R L2 D B' L2 B' D2 F L2 F2 D2 B;2023-02-26 03:13:27;1.70
1555;1.99;;F2 U F2 L2 U2 F2 U2 F2 U' F2 L F U' R B' D' U' R' B' D;2023-02-26 03:13:29;1.99
1556;1.76;;U2 R' U2 L2 R D2 L F2 D2 F2 R' F R' D L R2 F2 D U2 F2;2023-02-26 03:13:34;1.76
1557;2.66;;R' U F' L2 U2 B' U2 F L2 F' R2 F' D2 R D U2 R2 U' B' D2 L';2023-02-26 03:13:36;2.66
1558;1.73;;F' U2 R D L B' D B2 L U2 F2 R2 F D2 R2 F2 R2 F' R2 B2;2023-02-26 03:13:40;1.73
1559;1.73;;U2 R' F2 D R2 U B2 D U L2 U' B' L F2 R2 U2 L2 U2;2023-02-26 03:13:43;1.73
1560;1.60;;F B' D' R F' L U' F B2 L2 B U2 B' U2 D2 F' L2 U2 L2 R;2023-02-26 03:13:46;1.60
1561;1.99;;D2 L2 B2 R D2 F2 R' U2 B2 L' B2 U B R' U2 B' R B' R B D';2023-02-28 23:00:38;1.99
1562;2.02;;D B L' U' R2 D R2 U B2 D2 B2 U B' D F' D2 U2 L' D';2023-02-28 23:00:41;2.02
1563;1.80;;L2 U F2 D L2 D' B2 U2 R2 U F L' F R' B D2 B' R;2023-02-28 23:00:44;1.80
1564;1.84;;D2 L2 F2 L2 U R2 F2 U2 B2 F2 U' R' D U F' L U B2 L2 B' D2;2023-02-28 23:00:47;1.84
1565;1.99;;R2 D B2 D L2 D' R2 D' R2 D' B2 R' B' F R' U F2 L' U R B;2023-02-28 23:00:49;1.99
1566;1.76;;U F L' U L2 U F2 U' B2 U2 L2 R2 U F R D2 U' L' D2 R';2023-02-28 23:00:54;1.76
1567;1.87;;D' B' R2 F2 R2 U B2 U2 F2 L2 D B2 R D2 F U2 R' F2 D' R2;2023-02-28 23:00:57;1.87
1568;2.15;;R B U' F' R2 D B' U' R D2 R2 U2 D2 B2 L' U2 R' U2 F2 B';2023-02-28 23:00:59;2.15
1569;2.40;;D' L D2 R D2 F2 R U2 L2 B2 U2 R2 B L2 R' B L2 D L2;2023-02-28 23:01:02;2.40
1570;2.28;;R2 F R2 D R2 D F D' R' D B2 U' R2 B2 D' L2 B2 U2 D' R2 L2;2023-02-28 23:01:06;2.28
1571;2.69;;D2 L2 B2 L2 R2 D' F2 U2 B2 U2 R2 B' D' B' L U2 F' L2 R U;2023-03-02 00:24:33;2.69
1572;2.15;;F U2 B' D' R' B' L' U' F2 R' U2 L2 B2 R F2 B2 L' D2 R B;2023-03-02 00:24:37;2.15
1573;2.21;;F R F2 L2 D2 F2 D2 F2 L D2 R' F2 R D' B2 L2 B U' L' R';2023-03-02 00:24:40;2.21
1574;1.89;;U' R2 U F2 D2 F2 U' F2 U2 L2 U' L' D L F U' B D F' R' F;2023-03-02 00:24:43;1.89
1575;1.89;;R2 D2 L2 F' D2 B L2 B D2 B D B' L' R2 D2 B' U2 L' R2;2023-03-02 00:24:46;1.89
1576;2.18;;R' L2 D2 L2 D' F2 L2 U L2 R2 D L2 U L R2 F' D2 U2 B D';2023-03-02 00:24:49;2.18
1577;1.79;;L2 U2 R2 U2 R2 B D2 R2 F' R2 B F D B' F' L' F L2 R F L';2023-03-02 00:24:52;1.79
1578;2.15;;L B' L F2 U R' B2 L' F U2 R2 U2 R2 B' L2 F L2 F2 D';2023-03-02 00:24:55;2.15
1579;1.86;;U2 F2 U2 L U2 L2 D2 F2 U2 L U2 F U B2 U B U R F2;2023-03-02 00:24:58;1.86
1580;1.96;;U2 L2 D' R2 U2 R2 D' F2 U' F2 L2 R2 B' R' D' B R' F L' R' F;2023-03-02 00:25:02;1.96
1581;1.62;;U' F B L' D2 F R B D2 L2 U2 B2 D2 R' F2 R D2 L2;2023-03-03 17:40:49;1.62
1582;1.71;;B D2 B R2 D2 F D2 F2 D2 F2 R F U' L' R' U B' R' D';2023-03-03 17:40:51;1.71
1583;2.07;;D' B D2 L2 B2 L2 B U2 B L2 R2 B2 D2 L U R2 D' B' D2 L' B;2023-03-03 17:40:53;2.07
1584;2.23;;L R F2 L B2 D2 R' F2 U2 R' D R' D U R B' D R F';2023-03-03 17:40:56;2.23
1585;1.72;;B L2 R2 F L2 B' L2 F2 D2 B U2 L' F' U' R F' D' B L2 B2 L;2023-03-03 17:41:01;1.72
1586;1.94;;B L2 F B' D' R B' U' B2 U F2 U' B2 R2 D' R2 U L2 B2 L D';2023-03-03 17:41:03;1.94
1587;1.68;;L' B' U2 R U2 R2 B U' L2 F2 D2 L U2 L D2 R' B2 L F;2023-03-03 17:41:06;1.68
1588;1.71;;R F' R2 U L U' F U D2 R F2 D2 R2 F2 U2 R U2 B2 D2 B;2023-03-03 17:41:09;1.71
1589;1.64;;F2 D' F2 D L2 U2 B2 U B2 L2 U' R B2 U' F' L2 B' F';2023-03-03 17:41:11;1.64
1590;1.64;;D2 B2 D2 R B2 L U2 B2 F2 R F2 R2 B' D U R' D R' D F2;2023-03-03 17:41:14;1.64
1591;2.26;;R' B F2 U L2 U2 F2 U' L2 B2 U2 B2 U F' U R2 D R' U L2;2023-03-04 18:11:37;2.26
1592;2.36;;R U R2 D B' U2 D' R L2 D2 R2 D' B2 D' R2 B2 U2 B2 U' B2;2023-03-04 18:11:40;2.36
1593;2.09;;D2 B2 U B2 R2 U' R2 F2 D F2 L2 F R D' B' D' L2 R' B2;2023-03-04 18:11:43;2.09
1594;2.00;;F2 L' F2 D F2 U F2 R2 F2 U' L2 R2 U2 B' L U' L F U L R2;2023-03-04 18:11:46;2.00
1595;2.32;;L2 F2 R2 B R2 D2 F2 L2 D2 B U2 L D U F R D' F L' F2;2023-03-04 18:11:49;2.32
1596;1.90;;B L' D' B' U2 F2 R2 B R2 U2 F R2 F' D B' R D U F L2;2023-03-04 18:11:52;1.90
1597;1.77;;D B2 D' L' B R L F2 R2 D F2 B2 R2 D2 B2 D' L2 B2 L2 F' D;2023-03-04 18:11:55;1.77
1598;1.77;;F2 L' D2 B' U2 F2 U2 F L2 F' U2 B R2 F' L' F2 U B F2 R2 F';2023-03-04 18:11:57;1.77
1599;1.84;;B2 D2 F2 U' L2 D2 B2 L2 R2 U2 B2 F' L' F R2 D L' U2 F' R B;2023-03-04 18:12:00;1.84
1600;2.41;;L' U B2 D2 B2 F2 L2 D' F2 D' B2 U2 F' U2 R' B R2 U' F;2023-03-04 18:12:02;2.41
1601;1.83;;U' L U' L' D' L U2 F' U B2 U2 R2 D' F2 B2 R2 F2 U L;2023-03-06 01:08:21;1.83
1602;2.34;;R' F' R D R2 L' B2 U' R2 F B L2 B' D2 F' U2 R2 D2 R2 B';2023-03-06 01:08:23;2.34
1603;1.76;;B D R' F2 R2 B2 D' L2 D2 R2 D U2 R B' U2 B L D2 L;2023-03-06 01:08:27;1.76
1604;2.89;;F2 B' D' L2 B' D' F L' U2 D R2 D' R2 B2 R2 D' R2 D2 F';2023-03-06 01:08:30;2.89
1605;1.86;;D F2 L2 U2 L2 R2 B L2 D2 B2 R U R2 B2 F2 U' L2 B R';2023-03-06 01:08:34;1.86
1606;1.70;;B' R' U L' B' U B' D R2 B R2 F L2 B' D2 L2 B' R2 U2 R';2023-03-06 01:08:37;1.70
1607;1.72;;U' B2 L2 D' R2 F2 U' B2 D B2 R2 U2 R U L2 U B D' L' R' B';2023-03-06 01:08:39;1.72
1608;1.82;;U L2 D' F2 D2 U F2 L2 D2 F2 L F' R F D L2 D U F';2023-03-06 01:08:42;1.82
1609;2.24;;B L' U' L F2 D' R' F' U2 F' U2 F' U2 R2 B U2 R2 D2 B2 R B';2023-03-06 01:08:45;2.24
1610;1.80;;D F2 D2 U L2 R2 B2 D' L2 F2 R2 F2 R' D B' F' D' F' U F';2023-03-06 01:08:48;1.80
1611;3.54;;D' U2 F2 R2 D B2 F2 U' F2 R2 D' L' F U' L' B F' L R' D' L';2023-03-06 19:48:25;3.54
1612;1.64;;D' B2 L2 D' L2 R2 D' L2 U' B2 U2 F L B L B L B U R';2023-03-06 19:48:31;1.64
1613;2.70;;R2 U R2 D F2 R2 D' F2 D R2 U' L' B' L U' F L R2;2023-03-06 19:48:33;2.70
1614;1.70;;D2 R2 D2 B R2 U2 R2 B' R2 U2 F2 L D L2 D F U2 R' U2 R2;2023-03-06 19:48:37;1.70
1615;2.06;;R2 F L2 F' R2 F2 D2 B L2 U2 F L D' R D F2 R' D F' U';2023-03-06 19:48:39;2.06
1616;2.06;;U2 F2 U2 L D2 R2 B2 L' U2 L D2 L' U R2 F R' D B U' B' L;2023-03-06 19:48:42;2.06
1617;1.90;;B U F2 D' R' U2 B D' F L U2 R' F2 R' U2 B2 R' D2 R F2 R;2023-03-06 19:48:45;1.90
1618;1.69;;R2 D R2 U' B2 R2 U B2 U2 R D2 B D F2 D' F U2 B2;2023-03-06 19:48:48;1.69
1619;1.84;;L2 F' L2 R U2 B2 U2 F2 L' U2 L D2 F2 D' L2 D2 F' U' L' U';2023-03-06 19:48:53;1.84
1620;2.19;;F' R' B2 R2 D' R2 U L2 F2 D R2 B2 D F2 B' R B L F2 R F';2023-03-06 19:48:55;2.19
1621;2.63;;U' R' F2 D2 B2 U2 F2 R2 B2 L2 D F2 U2 R F' L R U' R2 F';2023-03-08 00:49:14;2.63
1622;1.76;;L U2 B' R U D R L2 U2 B' R2 F' R2 B2 U2 F L2 F U2 D R;2023-03-08 00:49:19;1.76
1623;1.60;;R2 U' R2 B2 D2 U L2 U2 B2 F2 U' L2 F L2 U R D B' U' B R';2023-03-08 00:49:21;1.60
1624;1.60;;L2 B' R2 F' R2 D2 R2 D2 U2 B D' B2 F' R2 U2 R' U2 L;2023-03-08 00:49:25;1.60
1625;1.76;;B2 D2 L2 R2 F2 D2 F' R2 B2 D2 L2 R B R2 F L2 F' D B2 F;2023-03-08 00:49:29;1.76
1626;1.69;;D R2 F2 D2 R2 U F2 U L2 F2 D2 B' L' D2 L' B D F U' R';2023-03-08 00:49:32;1.69
1627;1.70;;U' F R' D2 R' U' R' D' F' L2 U2 R2 D R2 U R2 B2 L2 D F2;2023-03-08 00:49:34;1.70
1628;1.67;;F B2 R2 D F2 D2 R2 U2 R2 F2 R2 U' F' R' F D B U2 L';2023-03-08 00:49:38;1.67
1629;1.73;;F' R L2 D L2 R2 B2 R2 D R2 D2 U L2 U F' L F2 L' D2 R2 U;2023-03-08 00:49:40;1.73
1630;1.73;;L D R F2 L2 D L2 D' B2 D L2 F2 U2 F' R2 D B R U B2;2023-03-08 00:49:45;1.73
1631;2.12;;U' B' U R D' L2 F L F R2 F2 R2 L2 F' U2 R2 F L2 F D2;2023-03-09 02:26:21;2.12
1632;2.08;;L' F' D2 F' U2 B2 L2 B L2 F R2 F U2 D' R' D U F2 U2 L2 F';2023-03-09 02:26:26;2.08
1633;1.73;;L2 U2 D' B2 L F2 R L2 B' R2 F L2 B' U2 D2 L2 U2 F' D F';2023-03-09 02:26:30;1.73
1634;2.69;;B2 R F2 L2 F2 L' B2 U2 R U2 R2 B2 U B L' U' R F2 R B2 L2;2023-03-09 02:26:37;2.69
1635;2.12;;D' R2 B2 D' F2 U' F2 L2 F2 D R2 F2 B' D' F' L' U2 B2 L' F D2;2023-03-09 02:26:41;2.12
1636;1.64;;F' U' B' D B2 R2 F' L R2 B' U2 D2 L2 F' D2 F' U2 B D2 R2;2023-03-09 02:26:46;1.64
1637;1.64;;B U' D2 R D2 R' F' L2 D B2 R2 B2 L' D2 L D2 F2 L' F2 B2;2023-03-09 02:26:49;1.64
1638;1.76;;L' F D' R B' R' B R' B R U2 R2 F2 U2 L D2 B2 L B2 R' U2;2023-03-09 02:26:51;1.76
1639;1.79;;U R' U D2 F D2 L2 R2 B' D2 B' U2 F L D B L' F2 U' F2;2023-03-09 02:26:54;1.79
1640;2.76;;B2 D2 F' L' U' R F U2 B2 D' B2 U2 L2 B2 D R2 D B2 F D;2023-03-09 02:26:57;2.76
1641;1.66;;U2 F U R2 U2 L2 U' R2 U' L2 R2 F2 R2 F U' L' U2 F2 L2 B' U2;2023-03-09 20:43:44;1.66
1642;1.82;;L U2 R2 B2 U B2 F2 D B2 U2 R2 U B' U' R2 B D' L' B' R F';2023-03-09 20:43:46;1.82
1643;1.69;;R U B2 R2 D U2 L2 U R2 F2 U2 R F2 D' F' L' B' D2 L' R';2023-03-09 20:43:49;1.69
1644;2.15;;R2 F2 U2 L B2 R2 D2 R D2 R' F2 R U' F' R' U F' L U' B' F;2023-03-09 20:43:53;2.15
1645;2.24;;F' R' B2 D' F' U D R' U2 L2 F B2 U2 B U2 B' L2 B U2 R2;2023-03-09 20:43:56;2.24
1646;2.02;;F' L2 R2 D2 L2 F2 L2 U' L2 U B2 D2 F D B' F2 U' L2 R D B;2023-03-09 20:44:02;2.02
1647;2.50;;L B2 L' U' B' R' B' R' U2 L' B2 D2 F2 R2 D2 L2 D2 F' D;2023-03-09 20:44:07;2.50
1648;1.67;;B2 D L' F' R B2 L' U B2 D' L2 D B2 U B2 L2 D' B2 F D2;2023-03-09 20:44:11;1.67
1649;2.15;;F L2 D' B2 R2 U' R2 U L2 U2 F' U B R' D L' R2 D' B;2023-03-09 20:44:13;2.15
1650;1.73;;B2 L2 D' B2 R2 U2 B2 R2 D U2 B2 D B F2 U2 L' B' U F' L2 R;2023-03-09 20:44:18;1.73
1651;2.61;;R U' B' L2 U F2 D L2 D R2 D2 R2 F2 R2 B' R' B D2 B2 D2 R2;2023-03-18 15:43:04;2.61
1652;2.25;;F2 U2 F' L D' L' F' R2 F' L' U2 L2 D2 F2 U2 L' F2 L' U2 R';2023-03-18 15:43:07;2.25
1653;1.67;;F2 U2 L R U2 L2 R F2 R' F2 U2 F L2 B D' B R U' R2 F';2023-03-18 15:43:10;1.67
1654;2.19;;B' R2 U' L2 U R2 D' F2 U2 R2 B2 U' B U2 F' L' U2 F' L2 R2;2023-03-18 15:43:13;2.19
