No.;Time;Comment;Scramble;Date;P.1
404;1.89;;F2 L2 U2 R2 F D2 B2 L2 B' F' U2 L' F2 D' F' D' U' L' F L2;2022-11-04 15:04:46;1.89
405;2.02;;U F2 D2 U2 F2 R F2 R U2 B2 F2 L2 D2 U' L F L U L U;2022-11-04 15:04:49;2.02
406;2.01;;L U' L' B R F2 R D R2 D' B2 U' L2 D R2 D2 R2 B2 F' L';2022-11-04 15:04:52;2.01
407;1.92;;B' R2 B' D L B' R U F' R2 B2 R F2 R U2 D2 R' F2 L' B2 R2;2022-11-04 15:04:55;1.92
408;2.18;;D L' R2 F' R2 D2 L2 U2 F L2 D2 R2 F2 U F' L2 R' D' F2 L;2022-11-04 15:04:58;2.18
409;2.14;;F' B' R' B2 U F B2 R F U2 B' R2 F R2 F2 D2 L2 B' L2;2022-11-04 15:05:01;2.14
410;2.34;;L' R2 D' B2 D' U' R2 U L2 R2 D F L D F D B' L' R2;2022-11-04 15:05:04;2.34
411;2.40;;R2 D' R2 D' L2 D2 F2 U R2 L' B' U' B F' R' B' R' U' F2 R;2022-11-04 15:05:07;2.40
412;1.98;;D' L2 B' U2 F' L F R2 D' R' F2 L2 F2 R U2 L B2 R U2 B2;2022-11-04 15:05:11;1.98
413;2.66;;U2 L2 B D2 L2 D2 R2 F2 R2 B' R' D' L D2 L2 D R F' L2 U2;2022-11-04 15:05:14;2.66
414;1.86;;B L2 F' D2 F' L2 F L2 D2 L2 B D' L B2 U F' R' U' R2 B2 U';2022-11-04 15:05:17;1.86
415;3.27;;U' L B' L F U F2 D' B U2 R2 F2 U2 F' U2 R2 F2 U2 L2 F' L';2022-11-04 15:05:20;3.27
416;2.11;;U L' B2 R2 D B2 D' R2 U B2 D' L2 R' D U2 L U2 F L R;2022-11-04 15:05:25;2.11
417;2.33;;D2 R2 F2 U B2 D R2 U B2 D' L2 U R' U2 B U L D' L' R B';2022-11-04 15:05:28;2.33
418;1.99;;F' D L2 U' F' R F' B2 D B2 D2 R F2 B2 L B2 D2 L2 F2;2022-11-04 15:05:31;1.99
419;2.15;;D F2 U' L2 D' L2 B2 D' F2 D' B2 D2 L B U F L D' R2 D B;2022-11-04 15:05:34;2.15
420;2.11;;F' L2 R2 F2 U F2 U' F2 D' R2 U' F R F2 L2 B2 D L U' R;2022-11-04 15:05:50;2.11
421;2.04;;D2 U2 F R2 F' D2 F' L2 U2 L2 F U2 R' U R' D' L' B' D2 F L;2022-11-04 15:05:53;2.04
422;2.60;;D2 R2 F2 U2 F' R2 U2 L2 F D2 B' U F' D' L2 D' R' B' R D';2022-11-04 15:05:56;2.60
423;1.96;;U2 R' U2 F R D' L' U B U2 B' U2 B U2 F2 U2 R2 U2 F' D';2022-11-04 15:06:00;1.96
424;1.89;;B U2 B2 U2 R2 D2 L' D2 L' F2 L U2 R U F' L' R D2 B' L2 R;2022-11-04 15:06:03;1.89
425;1.95;;U L' U' L' B' U' R D L' U2 F' D2 F' B D2 R2 B2 D2 F U2;2022-11-04 15:06:06;1.95
426;2.63;;R B R U2 B2 L' D F' L F2 U2 L' B2 U2 L2 U2 R' D2 F2 U2;2022-11-04 15:06:08;2.63
427;2.02;;F' D2 U F2 U2 L' R' U2 L' R2 D2 F' U' B D2 U2 L R U2;2022-11-04 15:06:12;2.02
428;1.99;;B2 U' B2 U R2 F2 U F2 R2 F2 R2 D2 B R U' R D2 R F D' B';2022-11-04 15:06:15;1.99
429;2.08;;U F' B2 U R2 D' U2 B2 U' F2 L2 U B U' L D B2 R D L;2022-11-04 15:06:19;2.08
430;1.95;;U' R' B D' L2 D2 L' B2 D' F2 L2 U2 D2 L' U2 B2 L U2 L F2;2022-11-04 15:08:30;1.95
431;2.21;;D R' L F2 L2 D2 B U' R2 D2 R B2 L2 U2 L2 D2 L F2 R U2;2022-11-04 15:08:33;2.21
432;3.78;;L R2 D' R2 U2 R2 F2 U' B2 L2 R2 D' F2 B' L2 D' B' R' U B U;2022-11-04 15:08:37;3.78
433;2.01;;R' D2 R' B R2 F L B2 L2 U2 L2 D' F2 R2 B2 L2 F2 U' F U';2022-11-04 15:08:42;2.01
434;2.15;;L' D B' U2 B L2 B' R2 U2 F U2 B' D2 L2 R' D F' U' F' D R';2022-11-04 15:08:45;2.15
435;2.12;;R2 L2 F R L' U R' U D2 F' R2 F' L2 F' D2 B' U2 D2 B D;2022-11-04 15:08:48;2.12
436;2.20;;F L2 B' L2 F2 B2 U' F' R2 B2 R2 F' D2 L2 B U2 R2 B L F;2022-11-04 15:08:51;2.20
437;2.95;;R' B2 R2 D2 U B2 U' B2 L2 D' R2 F2 B' L2 F' U' R' D B' D2 R';2022-11-04 15:08:54;2.95
438;1.92;;B L B2 R F' L2 D' R F R B2 R2 B2 R B2 L2 F2 B2 L;2022-11-04 15:08:58;1.92
439;2.12;;L F R2 D F' D' L2 F' R' B2 L' U2 D2 B2 R U2 R D2 B2 U';2022-11-04 15:09:01;2.12
440;1.98;;R2 D2 B2 D' R' U R B U2 D2 R' U2 L' U2 D2 L' U2 R2 U2 D2 F;2022-11-04 15:09:04;1.98
441;2.15;;U2 B2 R2 U B2 U' L2 D2 B2 U' L' D2 F' D' L' R D R F R';2022-11-04 15:09:07;2.15
442;2.27;;L R F2 R2 F2 D2 F2 R2 F2 R F' D2 L U F' L U' R' F U';2022-11-04 15:09:10;2.27
443;2.05;;U2 F2 D F2 U F2 R2 D' L2 D' R2 U F' U' L F2 R2 F2 D F' R';2022-11-04 15:09:14;2.05
444;3.27;;R' U' F B' D' R' B U' L F2 U2 L' B2 D2 B2 U2 R' B2 F;2022-11-04 15:09:17;3.27
445;2.11;;L B L2 B2 L2 F2 U R2 D L2 F2 U R' U' R2 B U2 L D';2022-11-04 15:09:26;2.11
446;2.08;;B2 R' U2 F R U R' D B' F2 U' R2 U R2 U' R2 D B2 U' F2 U;2022-11-04 15:09:29;2.08
447;1.86;;R' F2 L2 F2 L2 U2 R' D2 U2 F2 R' U2 F' U' F2 L' B' R' F D' L';2022-11-04 15:09:32;1.86
448;2.85;;F2 L2 D2 R U2 R2 B2 U2 R D2 R' F2 B D R' B2 R' U R2 D;2022-11-04 15:09:35;2.85
449;2.33;;F' R F2 L2 U L2 F2 D L2 U2 F2 U' F2 U F U L B' D' B2 R;2022-11-04 15:09:39;2.33
450;1.98;;R F2 D R2 F2 U' B2 U L2 D2 F2 D2 F R U' B2 U B L R';2022-11-04 15:09:43;1.98
451;2.63;;F L' D' L2 F2 R2 U' L2 R2 U L2 D F' L F' R' U F D' U2;2022-11-04 15:09:46;2.63
452;2.28;;R2 B2 U' B2 U F2 D' R2 U' L2 R2 B2 L U' R2 U2 B' U2 L' B L2;2022-11-04 15:09:49;2.28
453;2.21;;R' F2 L2 B2 U' L2 D' L2 R2 F2 L2 F L' D' F' U2 L B U2 F';2022-11-04 15:09:53;2.21
454;2.20;;F' L2 B2 R2 F U' D' F' L' U' B2 L2 U F2 B2 L2 U R2 F2 U';2022-11-04 15:09:56;2.20
455;1.99;;L' F' R' B2 U' R U2 B' R L F2 R F2 U2 R' B2 R' D2 L2 F2;2022-11-04 15:09:59;1.99
456;2.34;;U2 F2 L2 D B2 R2 B2 D2 R2 U' F U' L' F' L2 B' U' L2 D R';2022-11-04 15:10:02;2.34
457;1.88;;F2 R' U F2 U B R' L' D2 F D2 L2 F' R2 U2 D2 F2 B' R2 B';2022-11-04 15:10:05;1.88
458;2.60;;L' B2 U R' U B' R U2 F2 L2 U' R2 U' R2 B2 U' B2 D' R2 F R';2022-11-04 15:10:08;2.60
459;2.17;;D' R2 F2 L2 B F2 L2 U2 B' U2 F2 U2 L U F' D' R2 F' L R';2022-11-04 15:10:13;2.17
460;2.02;;L' U2 D' L' U' L2 F' R D2 B' R2 F2 U' L2 B2 U D B2 L2 D;2022-11-04 15:10:17;2.02
461;2.18;;B2 D B2 U' L2 B2 D' L2 D U R2 L' D L R F2 D B' U2 B2;2022-11-04 15:10:20;2.18
462;1.99;;F2 D R2 D' L2 U' B2 R2 B2 R2 U2 R' D' R' B2 U2 R F' L2 D;2022-11-04 15:10:23;1.99
463;1.98;;D2 F' R' F2 U' R2 F2 R D' F2 R U2 R' D2 F2 R' U2 R2 D2 R;2022-11-04 15:10:26;1.98
464;2.08;;B D R F2 B' R2 D B R D2 L' B2 L F2 B2 R D2 L2 D2 B2;2022-11-04 15:10:30;2.08
465;2.05;;R2 B U2 L2 U2 R2 F2 D' U2 R2 B2 R U L2 U B F' U' R2;2022-11-04 15:10:33;2.05
466;2.24;;U F' U' B' U B' L' B U' L2 D B2 R2 L2 U2 L2 F2 U' R2 U2 B;2022-11-04 15:10:36;2.24
467;2.01;;F' D2 R F' D2 F' D2 B U2 B U2 F' D2 B2 D' L' F2 D R' D' B2;2022-11-04 15:10:40;2.01
468;2.79;;D' L' U2 D B L' D R L' U2 F2 R B2 R2 L B2 D2 B2 R B U2;2022-11-04 15:10:43;2.79
469;2.27;;L' F R F' D R2 L' D2 F2 D' B2 U' F2 B2 R2 U' R2 F2 L' D;2022-11-04 15:10:49;2.27
470;2.24;;L2 D2 F2 U L2 D2 R2 F2 D' B2 R U F D' L F2 U F' L2 D';2022-11-04 15:10:52;2.24
471;1.92;;B2 L2 R F2 D2 F2 D2 R' D2 R' U2 B2 F D B F L' B R' D' L;2022-11-04 15:10:55;1.92
472;2.40;;L' F' L2 U' B' D R B U' R2 F2 R2 F L2 U2 F' B2 D2 R2 F;2022-11-04 15:10:58;2.40
473;2.20;;B2 F2 D U B2 U' F2 L2 D B2 U' F2 R B2 U' L' D' B R2 D' L';2022-11-04 15:11:02;2.20
474;2.12;;B2 D2 B' L' D' F' B' R U2 D F2 R2 F2 L2 D' F2 R2 F2 U2 F';2022-11-04 15:11:05;2.12
475;2.12;;L2 B' L2 B' U2 F2 R2 F' L2 F U2 D L2 F2 L B2 D2 B2 R B;2022-11-04 15:11:09;2.12
476;2.18;;L2 D2 F D' L2 U B2 R2 U F2 D' B2 R2 L' F2 R' D B F U';2022-11-04 15:11:12;2.18
477;2.52;;L F U2 F' L2 U2 F L2 B' D2 U B L2 B' D2 L D' U R2;2022-11-04 15:11:15;2.52
478;3.04;;R' L2 F2 U2 L2 B' L2 B' F2 D2 F U2 L2 D' U' L' D2 B' L F2 L;2022-11-04 15:11:18;3.04
479;2.31;;B' L F2 D2 L2 U2 L2 R D2 B2 R2 B2 D U2 R U R B2 U';2022-11-04 15:11:22;2.31
480;2.08;;B R B2 D' L D2 R' U' R B' D2 R2 F' R2 F' U2 B2 U2 L2 F' D2;2022-11-04 15:11:29;2.08
481;2.01;;U B2 D F2 U' F2 R2 U2 R2 D B' D' R2 D2 L' F L2 R' U2 L';2022-11-04 15:11:32;2.01
482;2.34;;F D2 L U' F B' D' L2 U R2 B2 L' B2 R D2 R' U2 D2 B2 U2 B';2022-11-04 15:11:36;2.34
483;2.44;;F2 R2 D2 R2 D B2 D F2 L2 F2 R2 D L U B' R' D' L B L F2;2022-11-04 15:11:39;2.44
484;2.24;;U R F D2 U' R2 B2 D R2 F2 U B2 U' B2 R U F2 R' U2 F' D;2022-11-04 15:11:42;2.24
485;2.46;;L' B2 U F' R D R L F2 R2 D R2 U R2 B2 R2 U' D' F2 B2;2022-11-04 15:11:45;2.46
486;2.08;;D2 L2 U2 F2 D2 L B2 R U2 L F R2 F' U' R D' F D2 L';2022-11-04 15:11:49;2.08
487;2.50;;F2 U D' R' B U F' D' L' F2 R2 F B2 D2 F' L2 F L2 U2;2022-11-04 15:11:53;2.50
488;2.21;;D' R D' R2 D2 B2 R2 B2 L2 U L2 D B2 R D' R' B R F' L' R;2022-11-04 15:11:56;2.21
489;1.95;;R F' D F2 R' B2 F2 R U2 B2 R F2 L2 U' F' D2 L D R2 U;2022-11-04 15:12:07;1.95
490;2.18;;L2 F L' D2 F' U B L' U F2 R2 L2 D R2 U' R2 D2 B2 U' F2;2022-11-04 15:12:09;2.18
491;2.08;;F R' B' U' R2 B2 D2 U' F2 D U2 R2 U2 R' B' L2 U' L2 D2 F';2022-11-04 15:12:13;2.08
492;2.17;;F L2 U R2 U' L2 D B2 U2 R2 D R2 B' L B2 D U2 B F' U';2022-11-04 15:12:16;2.17
493;2.63;;B' U2 R2 F' D2 F2 D2 R2 F U2 L D2 L2 B2 L F D' B' D;2022-11-04 15:12:19;2.63
494;2.05;;F' U' L' B2 R2 U2 F2 R U2 R' U2 L' F R' B2 R2 B2 D U F;2022-11-04 15:12:22;2.05
495;1.96;;F U D2 B' R' U2 B U R2 D' B2 D' F2 U' R2 L2 B2 U L B;2022-11-04 15:12:25;1.96
496;2.04;;R' U' B2 L2 D2 F' L2 R2 B' L2 U2 F2 L D R F' U' B2 U' F2;2022-11-04 15:12:28;2.04
497;2.21;;F D R2 B2 L2 D2 R2 D2 U' L2 D' F2 B D' R' U' L2 B' F2 L' F2;2022-11-04 15:12:31;2.21
498;2.28;;D2 F D2 L2 U2 L' R2 D2 L' D2 U2 F2 R B2 U R2 D L B L R';2022-11-04 15:12:35;2.28
499;1.96;;L' B2 U2 R F2 D2 R' U2 R' D2 R2 D L' F' R2 D2 L D2 U' R;2022-11-04 15:12:38;1.96
500;1.98;;D2 U2 R' U2 R' B2 L U2 F2 L2 F2 D B L2 F D B L U L2 B2;2022-11-04 15:12:41;1.98
501;1.92;;U2 B' L U F' R' B' L2 F' R' U2 B2 D2 L2 B2 L F2 R B2 D2 L2;2022-11-04 15:12:44;1.92
502;2.12;;L2 U' F2 R2 U' B2 D R2 F2 U2 R' B U' F L B' L D L R;2022-11-04 15:12:47;2.12
503;2.12;;D B U R2 B' U D' F' D2 F D2 B U2 L2 B2 U2 B' R B';2022-11-04 15:13:02;2.12
504;1.92;;U2 B2 D2 U' L2 D2 F2 R2 U' R2 F' U B R2 U2 F R' D' L' B' L2;2022-11-04 15:13:05;1.92
505;2.56;;L' U2 F' D B U2 F' U' L' F2 D2 F2 U2 L2 B' R2 F' L2 U2 F' B';2022-11-04 15:13:08;2.56
506;1.88;;R2 L2 F R U2 B U' D' R B D R2 D' F2 L2 U2 F2 U' R2 L2 F2;2022-11-04 15:13:12;1.88
507;2.62;;D2 F B' R' D' L' U' B R U2 B U2 L2 F' R2 B2 D2 L2 U2 B;2022-11-04 15:13:15;2.62
508;2.28;;U F D B U' B2 L D L D2 R2 U R2 L2 F2 D2 L2 U' B2 D2;2022-11-04 15:13:18;2.28
509;2.40;;U R2 F' R D2 B' R L2 F2 D2 L2 U' R2 B2 U2 R2 F2 L2 U' F' U';2022-11-04 15:13:21;2.40
510;2.12;;F2 L2 D2 F2 D' F2 L2 F2 D2 B2 D2 F D2 L' R' U F D' B L;2022-11-04 15:13:25;2.12
511;2.33;;U' D R' U L' D' R' F U F2 R2 U2 D2 L2 D2 F2 B' U2;2022-11-04 15:13:28;2.33
512;1.95;;L U R' L2 F R D R2 D2 F R2 B2 U2 F' R2 B2 D2 L' F2;2022-11-04 15:13:31;1.95
513;3.27;;B' U2 R2 B D2 F' U2 B2 U2 L2 F' U R' U2 B L' B2 F2 R2 F' U;2022-11-04 15:13:34;3.27
514;2.05;;F' U F2 D2 B2 R2 F2 U F2 L2 F2 R2 F' R B2 D2 B D' F' L;2022-11-04 15:13:38;2.05
515;1.98;;D' B' R' U' R U2 R' B D' B R2 B' R2 F2 U2 R2 B U2 D2 R2;2022-11-04 15:13:41;1.98
516;1.96;;F' R U F2 D2 B2 R2 U' R2 U B2 L2 B2 D' B' U L U L' D2 R';2022-11-04 15:13:44;1.96
517;2.44;;B' D' B2 F2 D' R2 U B2 D' R2 D' B2 F L' F' L U2 L B U L2;2022-11-04 15:13:47;2.44
518;2.47;;D2 L' U2 R D' L' D' B U L2 F2 U2 L2 D' R2 L2 F2 U F2 U B';2022-11-04 15:13:51;2.47
519;2.05;;L2 F2 D L2 F2 D F2 D' U2 F2 R2 L' B' R2 D' U' L' R F' U2 R2;2022-11-04 15:13:55;2.05
520;2.24;;U2 F' D2 U2 R2 B D2 R2 B2 F' L2 U F2 L' B U' R' F' L' F2 D;2022-11-04 15:13:58;2.24
521;1.99;;B2 L' D2 L2 B2 F2 D2 B2 L' B' U2 B D B2 F' L B2 D;2022-11-04 15:14:02;1.99
522;2.50;;R2 D F D R' B2 L' B' U2 L' R2 F2 U F2 R2 D' B2 U2 B2 D2;2022-11-04 15:14:05;2.50
523;1.96;;U R U2 B R2 D' L' D' B' D2 F' U2 B' D2 L2 B2 R2 F' D2 L2;2022-11-04 15:14:08;1.96
524;2.01;;B' F' R2 F R2 U2 B2 L2 R2 D2 F' L2 R U B2 U F' L' R' D;2022-11-04 15:14:11;2.01
525;2.40;;D B' R U D2 L D' U2 F' R2 F' D2 B D2 R2 L2 B D2 F2 D;2022-11-04 15:14:15;2.40
526;5.10;;F' R U' F2 U' F2 U' L2 U2 B2 R2 U' R' B U2 L F' D2 L' R';2022-11-04 15:14:18;5.10
527;2.88;;U' F U2 F2 L2 B' U2 L2 F' D2 U2 B R U' R' F2 R' D' F D2;2022-11-04 15:14:24;2.88
528;2.37;;B' D2 B L2 B' U2 B' U2 B2 U2 D R2 B' L R' D' F' U L' R';2022-11-04 15:14:28;2.37
529;2.20;;R2 L2 F' R D' R' F B2 U2 L B2 R2 L F2 L D2 F2 R D2 B' U';2022-11-04 17:20:07;2.20
530;2.44;;B D R F2 U B R' F U' L2 U2 D2 F' R2 F2 R2 B' R2 U2 L2;2022-11-04 17:20:11;2.44
531;2.02;;L F' D R2 F2 D2 F2 U' R2 D R2 F L' D R2 B2 F L F';2022-11-04 17:20:24;2.02
532;2.08;;L2 U B' R D' F' R' L' F U F2 D L2 B2 L2 B2 U2 D' R2 D L2;2022-11-04 17:20:27;2.08
533;1.76;;U2 D' B R U' L B F2 U2 F2 R2 U' L2 U F2 R';2022-11-04 17:20:31;1.76
534;1.79;;B2 U' F2 D' F2 U2 L2 D L2 F2 U2 R' U B D B' D' B U L2 U';2022-11-04 17:20:33;1.79
535;1.80;;L2 U' B2 D2 L2 F2 U B2 U B2 R2 B2 R' U2 R2 B' L B D F';2022-11-04 17:20:36;1.80
536;1.70;;R2 B2 U' B2 U B2 U L2 F2 U L B F' D' F' U L' F2 U' B;2022-11-05 18:18:48;1.70
537;1.80;;L' D' F2 U R L2 F' B2 L' F2 B2 R2 U' L2 B2 U D2 R2 B2;2022-11-05 18:18:52;1.80
538;2.21;;R F2 R2 B2 D' R2 F2 D' L2 D2 B L2 F L U2 R B2 D' U2;2022-11-05 18:18:57;2.21
539;1.76;;U F2 R2 F2 R2 U2 L2 U' B2 L2 D L D2 R' F' R2 B2 U L2 B' L2;2022-11-05 18:19:00;1.76
540;1.83;;R2 D2 B2 D' F2 U B2 R2 U F2 L2 D2 L' D R U2 F' D' B' F';2022-11-05 18:19:04;1.83
541;2.05;;R B2 R B2 L' B2 R' B2 U2 R' U2 R D F U' R B L B' D' R2;2022-11-05 18:19:07;2.05
542;1.72;;R F D' F2 R D2 F2 L' D2 F2 L' B2 R' B2 F' L' F2 U R F2 D;2022-11-05 18:19:10;1.72
543;1.83;;R2 U R2 D L2 U' F2 R2 B2 F2 D2 L2 R' D2 U' R F2 L F U2;2022-11-05 18:19:14;1.83
544;2.28;;F' B' D2 L2 D' B2 D' B' R B2 D2 L U2 F2 B2 L' U2 L F2 R';2022-11-05 18:19:17;2.28
545;1.67;;D R2 F2 D' F2 L2 D F2 U L2 R2 F' U2 F' D2 U L B U' L2 R;2022-11-05 18:19:21;1.67
546;1.70;;F R2 D' F2 D2 R' U2 F L2 D F2 U R2 F2 U2 F2 U R2 F2 L2;2022-11-05 18:19:24;1.70
547;1.83;;U D2 L U F U F D2 B2 R2 D2 F D2 F B L B;2022-11-05 18:19:28;1.83
548;1.80;;F2 L2 D2 B2 F2 L B2 L F2 R U2 L B L' U' R D B F' R U2;2022-11-05 18:19:33;1.80
549;1.73;;L F2 D2 B2 D2 U' B2 U B2 R2 U F2 B L2 D' R' F2 D' B' F' U;2022-11-05 18:19:37;1.73
550;2.48;;R' F L R2 F2 D F2 U2 R2 B2 L2 D' R2 F' D' R' U B2 F2 U' B';2022-11-05 18:19:43;2.48
551;1.80;;R F' L' B U B D' F2 U' R B2 R2 F2 U2 L B2 R' D2 B2 R U2;2022-11-06 22:44:39;1.80
552;1.92;;R' B2 U F2 D B2 R2 D F2 U2 B2 L2 D' R D' L2 F D U2 L F;2022-11-06 22:44:42;1.92
553;1.72;;D' R2 D' B' R' L D' B L F' R2 U2 R2 B U2 F U2 D2 B' R2 F';2022-11-06 22:44:46;1.72
554;1.76;;F B' U F' R' B' L' F2 R' U2 B2 D F2 L2 B2 U2 R2 L2 U' L2;2022-11-06 22:44:48;1.76
555;1.67;;B2 R2 U L2 D2 F2 U L2 U2 B2 D' B' L' U L2 F' D L' D B' U;2022-11-06 22:44:52;1.67
556;1.96;;U F2 L2 B2 U2 F2 D' L2 B2 L2 R D' L' F R2 D' B' L U2 F;2022-11-06 22:44:55;1.96
557;2.12;;F' D2 R' F2 R U D F R' F2 R2 F2 U F2 D F2 B2 U R2 D' F';2022-11-06 22:45:06;2.12
558;1.85;;F' L B' R' U' R2 L' U B R' L D2 B2 D2 B2 L' F2 U2 R F2;2022-11-06 22:45:09;1.85
559;2.08;;F2 L B L2 B2 D R' F2 U D2 F L2 F' B' D2 B U2 B' U2 B2;2022-11-06 22:45:12;2.08
560;1.73;;R D2 F2 R U2 F' R D' R' U2 B2 L2 D' F2 U2 F2 R2 U R2 B2;2022-11-06 22:45:16;1.73
561;1.86;;L2 F2 D L2 R2 U2 L2 U' B2 F2 R' F' R2 B' D' R B' D2 U2;2022-11-08 01:46:08;1.86
562;1.83;;L B2 L D' R U2 L' B U2 L2 F R2 B' U2 R2 D2 R2 B' D R2;2022-11-08 01:46:11;1.83
563;1.67;;D' F U' B D R B R U' B2 D F2 D R2 U2 R2 B2 R2 B2;2022-11-08 01:46:14;1.67
564;1.89;;F' R2 B2 L F2 U2 R2 D2 R' D2 L' U2 R U' R' F' R D' L' B' D';2022-11-08 01:46:17;1.89
565;1.72;;F2 D L2 F2 D' R2 B2 L2 B2 U' B2 D2 L' B2 F' U' F U' L B';2022-11-08 01:46:19;1.72
566;1.75;;D2 B R' U' B L F U2 R B2 U2 B2 L' F2 R' U2 L2 B2 R2 U' F';2022-11-08 01:46:22;1.75
567;2.05;;B' F' L2 D2 F' L2 D2 B D2 B' U2 D' L B' R D U L' U2 L2;2022-11-08 01:46:25;2.05
568;2.02;;F D' L F2 R2 F U' R' U' F' L2 F R2 U2 R2 F' R2 F' L2;2022-11-08 01:46:29;2.02
569;1.83;;U' R2 U2 F B R F' D' B2 D' F2 U2 B2 D' F2 U2 R2 B2 L;2022-11-08 01:46:33;1.83
570;1.86;;R U' B2 R2 F R2 D2 F' D2 F' D2 F' U2 F2 R F2 U' R D' U B;2022-11-08 01:46:36;1.86
571;2.43;;U L D R' F2 B L' U' F2 B2 U2 L2 B2 D F2 B2 R' D2;2022-11-08 01:46:41;2.43
572;1.80;;R U R2 B2 U B2 D2 F2 D B2 F2 R2 B U L2 D' L D' B2 L F';2022-11-08 01:46:44;1.80
573;1.67;;U2 B' U2 F2 R2 F' L2 D2 F L2 U' F' U' L2 F' L' R2 D U;2022-11-08 01:46:47;1.67
574;2.04;;F2 L' B2 F2 R2 U2 R' D2 R D2 R' F2 B' D F' U2 B L R B' F;2022-11-08 01:46:52;2.04
575;1.70;;D F2 R2 F2 U L2 F2 U' L2 B L' D' L2 F D' B U B2 F';2022-11-08 01:46:55;1.70
576;1.79;;F' D' R' F2 L' U2 B2 U2 L B2 R2 B2 L2 R' D' B2 L F' U' R U2;2022-11-08 01:46:57;1.79
577;1.92;;L2 U' F2 L2 U2 L2 U' B2 D L2 F2 R U' R2 F' L D2 F D F;2022-11-08 01:47:01;1.92
578;1.73;;U R' F L2 D2 B2 U' R2 F2 L2 B2 U2 B2 U2 F D2 U F R B L;2022-11-08 01:47:10;1.73
579;2.15;;R2 D' R L' U' R F2 B2 L B2 R2 D2 L2 D2 B' R2 L2 U2 F' U2;2022-11-08 01:47:13;2.15
580;1.72;;D' U2 L2 B' U2 B U2 F' R2 B2 D2 F L D U B F' U' F2 U';2022-11-08 01:47:16;1.72
581;1.92;;L2 B2 R' U2 L U2 F2 L' R' U2 B D L' B' R F U' B D R';2022-11-08 18:26:38;1.92
582;1.60;;R2 B2 F' U2 B D2 F' R2 B' F2 D' L F2 U' R2 B D R' F' D';2022-11-08 18:26:41;1.60
583;1.72;;L' D2 F' U L2 F L' B R2 L2 U' B2 R2 U2 B2 R2 U D2 R2 D2 R;2022-11-08 18:26:43;1.72
584;1.69;;F B2 D' R' L2 U L B' D' L F2 U2 R' B2 L D2 B2 L2 F2;2022-11-08 18:26:46;1.69
585;2.02;;R2 B2 F2 R2 D L2 U' L2 U F2 U B' L2 B' U R U F' R2 F' L2;2022-11-08 18:26:50;2.02
586;2.40;;F L2 B U2 L2 D2 F' U2 F2 R2 D' B' L U' L2 B D2 U B' R';2022-11-08 18:26:53;2.40
587;2.11;;L2 R2 U F2 U2 B2 L2 F2 D' R2 U' L F' D L' B' R2 D' B' D2;2022-11-08 18:26:57;2.11
588;2.36;;D2 R B2 U2 L R2 D2 L F2 R F2 U2 F R D B R F L2 F' U';2022-11-08 18:27:00;2.36
589;2.02;;D2 F' D2 B D R' F' L' B' D2 L' U2 F2 U2 R D2 L' U2 R2 D2;2022-11-08 18:27:04;2.02
590;1.63;;B2 U L2 D' F L D2 B' U' L' F2 U2 F2 D2 F2 U2 R2 U2 R';2022-11-08 18:27:07;1.63
591;2.31;;R2 F U B2 R2 B2 U2 F2 R2 D' B2 U' B U L' D' U2 F' D;2022-11-09 21:35:46;2.31
592;1.69;;B L' D2 F2 R' B2 R U2 L' F2 R' B2 R2 F D B2 L' F2 U' R';2022-11-09 21:35:50;1.69
593;2.14;;B F2 R' D2 L' U2 B2 D2 F2 L2 U2 R' D' B D' L F2 D U2 L2;2022-11-09 21:36:23;2.14
594;2.21;;B L F R2 U2 F L2 B' R2 B' D2 F U2 L' D U B R' B2 U' L';2022-11-09 21:36:26;2.21
595;2.49;;U F R2 F' R B' L' U' R' U2 F L2 F' B L2 B2 R2 B L2;2022-11-09 21:36:30;2.49
596;2.20;;L F U2 L' D2 U2 L' F2 L2 D2 F2 D2 R D2 F D B2 F U L' U';2022-11-09 21:36:46;2.20
597;1.70;;D B2 D2 F2 L' F2 U R' B R2 U2 L2 F' L2 D2 B2 U2 F L2;2022-11-09 21:36:50;1.70
598;1.70;;F' D2 B F L2 D2 F' L2 B L2 U2 F' D B2 D B' R' D' B2 L B';2022-11-09 21:37:40;1.70
599;1.95;;U R F' L2 B D F' U' B D2 F2 R2 F2 R2 B D2 F' R2 D2 L';2022-11-09 21:37:44;1.95
600;1.98;;B' D R' B R D2 B' L2 U2 F2 L2 U R2 F2 L2 B2 D' B2 D;2022-11-09 21:37:48;1.98
601;1.69;;U2 R F2 R B2 U2 F2 R U2 F2 R' F2 D F D' R B2 L2 U' F';2022-11-10 17:51:31;1.69
602;2.08;;F2 L B2 R' D2 U2 F2 U2 L' D2 L2 U' L F2 R' B U2 R2 U F;2022-11-10 17:51:40;2.08
603;1.72;;D R D2 L' U2 B2 R F2 U2 B2 R' U F' U2 F' D F' D F2;2022-11-10 17:51:45;1.72
604;2.17;;D2 U' F2 D2 L2 F2 U' L2 F2 U' L U' B F L2 U' R2 F L' B';2022-11-10 17:51:48;2.17
605;1.69;;F R2 U R F U B' R' F R2 B U2 F2 B2 L2 D2 B R2 D2;2022-11-10 17:51:56;1.69
606;1.92;;L' U R F2 B' L' F D L2 D' B2 R2 U' L2 D' F2 R2 L2 D' L F;2022-11-10 17:51:59;1.92
